Instance name,Subramanyam and Gounaris (2018),Root time (sec.),Total time (sec.),# BC nodes,Root LB,Root UB,root-Gap,Best Bound,Best Integer,Status,res-Gap,Best known
pr76_p3_f70_lL,272766,0.19,6435.9,533606,259969.0,269092,3.5,263841.4,269092,0,1.99,1
pr76_p3_f70_lM,269014,0.17,7189.07,628987,259969.0,269092,3.5,263659.9,269027,0,2.04,0
pr76_p3_f90_lH,309035,0.65,7221.81,406153,303903.8,310532,2.2,306689.1,310532,0,1.25,0
pr76_p3_f90_lL,310308,0.67,7168.01,421662,303903.8,310532,2.2,306907.0,310532,0,1.18,0
pr76_p3_f90_lM,310308,0.65,7189.71,469200,303903.8,310532,2.2,306578.6,310532,0,1.29,0
pr76_p5_f50_lH,401184,0.25,7166.47,371914,391659.2,402409,2.7,395920.0,402409,0,1.64,0
pr76_p5_f50_lL,411239,0.33,7116.98,286896,391659.2,408987,4.4,396070.2,408987,0,3.26,1
pr76_p5_f50_lM,402278,0.25,7175.82,403802,391659.2,403319,3.0,395870.0,403319,0,1.88,0
pr76_p5_f70_lH,462038,0.41,7146.21,322563,450673.5,463580,2.9,453775.8,463580,0,2.16,0
pr76_p5_f70_lL,467752,0.47,7136.04,314435,450673.5,463580,2.9,454106.8,463580,0,2.09,1
pr76_p5_f70_lM,462858,0.48,7154.27,375025,450673.5,463580,2.9,454501.0,463580,0,2.00,0
pr76_p5_f90_lH,534827,1.23,7154.66,208216,521383.5,535921,2.8,523478.8,535921,0,2.38,0
pr76_p5_f90_lL,535921,1.23,7114.54,219010,521383.5,535921,2.8,523504.8,535921,0,2.37,0
pr76_p5_f90_lM,535921,1.24,7153.83,229886,521383.5,535921,2.8,523213.3,535921,0,2.43,0
gr96_p3_f50_lH,120388,0.42,49.2,11212,119496.0,121408,1.6,120376.0,120388,1,,0
gr96_p3_f50_lL,120412,0.42,54.67,13542,119496.0,121408,1.6,120400.0,120412,1,,0
gr96_p3_f50_lM,120412,0.42,45.52,12304,119496.0,121408,1.6,120400.0,120412,1,,0
gr96_p3_f70_lH,143259,0.62,5723.72,393856,142034.1,145497,2.4,143244.7,143259,1,,0
gr96_p3_f70_lL,145859,1.21,7157.91,245270,142100.0,146232,2.9,143224.9,146232,0,2.10,0
gr96_p3_f70_lM,143259,0.62,3377.83,257941,142034.1,145497,2.4,143244.7,143259,1,,0
gr96_p3_f90_lH,159376,0.75,718.44,54128,158469.2,160332,1.2,159360.1,159376,1,,0
gr96_p3_f90_lL,159763,1.39,7184.48,274336,158479.5,160332,1.2,159674.1,160332,0,0.41,0
gr96_p3_f90_lM,159376,1.62,743.3,45969,158479.5,160332,1.2,159360.1,159376,1,,0
gr96_p5_f50_lH,205028,0.65,18.88,2462,204127.0,207094,1.5,205014.5,205028,1,,0
gr96_p5_f50_lL,205579,0.68,7189.93,411580,204217.0,209724,2.7,205450.0,205687,0,0.12,0
gr96_p5_f50_lM,205467,0.76,1269.07,189060,204127.0,207094,1.5,205467.0,205467,1,,0
gr96_p5_f70_lH,236903,1.04,7176.33,259161,234717.0,239153,1.9,236029.9,238551,0,1.07,0
gr96_p5_f70_lL,237765,1.08,7151.39,250254,234717.0,239153,1.9,235912.8,238863,0,1.25,0
gr96_p5_f70_lM,237765,1.03,7152.61,244179,234717.0,239153,1.9,236005.3,238863,0,1.21,0
gr96_p5_f90_lH,256752,1.47,7171.6,195294,254629.4,257791,1.2,255527.5,257791,0,0.89,0
gr96_p5_f90_lL,257791,1.58,7172.32,209404,254629.4,257791,1.2,255537.1,257791,0,0.88,0
gr96_p5_f90_lM,256825,1.72,7177.05,212375,254629.4,257791,1.2,255535.0,257791,0,0.88,0
rat99_p3_f50_lH,2829,0.49,634.63,119630,2810.3,2914,3.7,2829.0,2829,1,,0
rat99_p3_f50_lL,2836,0.47,2012.41,174105,2810.3,2914,3.7,2836.0,2836,1,,0
rat99_p3_f50_lM,2831,0.47,2247.59,206884,2810.3,2914,3.7,2831.0,2831,1,,0
rat99_p3_f70_lH,3124,0.97,5017.77,316821,3095.8,3152,1.8,3124.0,3124,1,,0
rat99_p3_f70_lL,3124,0.92,2651.63,364233,3095.8,3152,1.8,3124.0,3124,1,,0
rat99_p3_f70_lM,3124,1,7198.99,572195,3095.8,3152,1.8,3122.8,3124,0,0.04,0
rat99_p3_f90_lH,3416,1.15,89.52,6273,3407.5,3440,1.0,3416.0,3416,1,,0
rat99_p3_f90_lL,3436,1.06,7187.93,368030,3407.5,3440,1.0,3428.2,3440,0,0.34,0
rat99_p3_f90_lM,3427,1.38,2869.42,220081,3407.5,3440,1.0,3427.0,3427,1,,0
rat99_p5_f50_lH,4666,0.76,7132.78,195307,4383.3,4571,4.3,4412.8,4523,0,2.50,1
rat99_p5_f50_lL,4666,0.63,7101.63,209583,4381.7,4571,4.3,4415.3,4565,0,3.39,1
rat99_p5_f50_lM,4666,0.62,7100.45,170098,4381.7,4571,4.3,4417.7,4571,0,3.47,1
rat99_p5_f70_lH,5374,1.31,7066.84,118960,5240.5,5391,2.9,5259.1,5391,0,2.51,0
rat99_p5_f70_lL,5377,3.31,7039.92,142839,5239.5,5391,2.9,5265.5,5391,0,2.38,0
rat99_p5_f70_lM,5377,1.26,7070.12,152689,5238.3,5391,2.9,5262.3,5391,0,2.45,0
rat99_p5_f90_lH,5945,2.5,7197.61,230123,5928.3,5966,0.6,5944.3,5966,0,0.36,0
rat99_p5_f90_lL,5946,1.51,7189.6,228442,5922.3,5966,0.7,5940.6,5966,0,0.43,0
rat99_p5_f90_lM,5946,1.77,7193.04,243824,5922.3,5966,0.7,5944.0,5966,0,0.37,0
kroA100_p3_f50_lH,50414,0,0.4,0,50414.0,50414,0.0,50414.0,50414,1,,0
kroA100_p3_f50_lL,50560,0.47,1.69,138,50395.0,50560,0.3,50555.0,50560,1,,0
kroA100_p3_f50_lM,50552,0.48,3.15,379,50395.0,50654,0.5,50552.0,50552,1,,0
kroA100_p3_f70_lH,54326,1.05,239.78,46521,54022.1,54533,0.9,54324.6,54326,1,,0
kroA100_p3_f70_lL,54326,0.98,104.58,18279,54022.1,54533,0.9,54320.6,54326,1,,0
kroA100_p3_f70_lM,54326,0.98,101.45,18705,54022.1,54533,0.9,54326.0,54326,1,,0
kroA100_p3_f90_lH,61835,1.89,1742.23,156012,61474.4,61946,0.8,61828.8,61835,1,,0
kroA100_p3_f90_lL,61840,1.89,2787.42,257696,61474.4,61946,0.8,61840.0,61840,1,,0
kroA100_p3_f90_lM,61835,1.88,1958.5,193823,61474.4,61946,0.8,61835.0,61835,1,,0
kroA100_p5_f50_lH,80924,1.02,7190.66,380243,79937.3,81254,1.6,80558.6,81254,0,0.86,0
kroA100_p5_f50_lL,80971,0.96,5005.55,419597,80140.5,81304,1.5,80962.9,80971,1,,0
kroA100_p5_f50_lM,80966,1.28,7193.06,384372,79937.3,81254,1.6,80666.5,81177,0,0.63,0
kroA100_p5_f70_lH,91144,1.91,7197.57,216830,90144.1,91568,1.6,90471.5,91468,0,1.10,0
kroA100_p5_f70_lL,91161,1.67,7177.41,257251,89910.9,91568,1.8,90556.8,91559,0,1.11,0
kroA100_p5_f70_lM,91161,2.03,7175.21,217947,90144.1,91568,1.6,90596.8,91468,0,0.96,0
kroA100_p5_f90_lH,101516,3.21,7200.42,264084,100969.9,101706,0.7,101384.9,101706,0,0.32,0
kroA100_p5_f90_lL,101581,3.24,7194.01,226468,100969.9,101706,0.7,101391.8,101706,0,0.31,0
kroA100_p5_f90_lM,101516,3.24,7195.73,237543,100969.9,101706,0.7,101417.3,101706,0,0.28,0
kroB100_p3_f50_lH,53187,0.56,27.6,5134,52810.5,53676,1.6,53181.7,53187,1,,0
kroB100_p3_f50_lL,53187,0.65,46.32,9011,52810.5,53676,1.6,53181.7,53187,1,,0
kroB100_p3_f50_lM,53187,0.59,34.07,7158,52810.5,53676,1.6,53181.8,53187,1,,0
kroB100_p3_f70_lH,55951,1.11,1810.02,199065,55471.5,56115,1.2,55945.4,55951,1,,0
kroB100_p3_f70_lL,55965,1.53,5698.15,510202,55472.5,56163,1.2,55959.4,55965,1,,0
kroB100_p3_f70_lM,55951,0.79,7198.37,437020,55486.3,56115,1.1,55873.0,56115,0,0.43,0
kroB100_p3_f90_lH,65095,1.4,7200.68,355954,64302.1,65109,1.3,64654.3,65109,0,0.70,0
kroB100_p3_f90_lL,65095,1.86,7202.57,315834,64404.9,65109,1.1,64875.6,65109,0,0.36,0
kroB100_p3_f90_lM,65095,1.86,7204.54,315569,64404.9,65109,1.1,64852.1,65109,0,0.40,0
kroB100_p5_f50_lH,81066,0.96,7188.49,347819,80390.5,81640,1.6,80949.2,81565,0,0.76,0
kroB100_p5_f50_lL,81208,2.45,7186.08,345488,80376.0,81640,1.6,81047.8,81640,0,0.73,0
kroB100_p5_f50_lM,81208,1.26,7182.61,314040,80390.5,81640,1.6,80959.7,81640,0,0.84,0
kroB100_p5_f70_lH,95121,2.5,7088.95,130797,93063.5,95484,2.6,93465.5,95318,0,1.98,0
kroB100_p5_f70_lL,95691,2.44,7095.33,134644,93063.5,95484,2.6,93515.3,95454,0,2.07,1
kroB100_p5_f70_lM,95121,2.44,7096.01,130835,93063.5,95484,2.6,93528.4,95448,0,2.05,0
kroB100_p5_f90_lH,104575,3.74,7182.94,144843,102838.3,104608,1.7,103152.9,104608,0,1.41,0
kroB100_p5_f90_lL,104580,3.79,7165.19,136863,102838.3,104608,1.7,103179.1,104608,0,1.38,0
kroB100_p5_f90_lM,104580,3.71,7182.8,166082,102838.3,104608,1.7,103094.4,104608,0,1.47,0
kroC100_p3_f50_lH,50192,0.37,3.16,174,50001.0,50812,1.6,50188.0,50192,1,,0
kroC100_p3_f50_lL,50676,0.38,398.53,93400,50001.0,50812,1.6,50670.9,50676,1,,0
kroC100_p3_f50_lM,50567,0.43,125.68,30537,50001.0,50812,1.6,50561.9,50567,1,,0
kroC100_p3_f70_lH,54682,0.61,10.11,807,54482.7,54851,0.7,54680.5,54682,1,,0
kroC100_p3_f70_lL,54682,0.64,5.84,561,54482.7,54851,0.7,54676.8,54682,1,,0
kroC100_p3_f70_lM,54682,0.61,11.38,1714,54482.7,54851,0.7,54676.6,54682,1,,0
kroC100_p3_f90_lH,60654,1.34,22.09,1545,60383.0,60680,0.5,60648.0,60654,1,,0
kroC100_p3_f90_lL,60654,1.34,24.22,1928,60383.0,60680,0.5,60654.0,60654,1,,0
kroC100_p3_f90_lM,60654,1.32,18.55,1562,60383.0,60680,0.5,60648.0,60654,1,,0
kroC100_p5_f50_lH,83706,1.22,7194.99,373518,82991.5,83818,1.0,83644.5,83718,0,0.09,0
kroC100_p5_f50_lL,83818,0.77,593.94,87194,82991.5,83818,1.0,83809.6,83818,1,,0
kroC100_p5_f50_lM,83794,0.96,7194.5,709114,82991.5,83818,1.0,83751.2,83818,0,0.08,0
kroC100_p5_f70_lH,90060,1.66,93.57,3268,89905.5,90734,0.9,90060.0,90060,1,,0
kroC100_p5_f70_lL,90717,2.85,7191.19,368834,89885.0,90734,0.9,90417.8,90734,0,0.35,0
kroC100_p5_f70_lM,90288,1.71,2917.44,256204,89917.4,90734,0.9,90288.0,90288,1,,0
kroC100_p5_f90_lH,100054,2.29,5340.58,298096,99497.5,100060,0.6,100047.5,100054,1,,0
kroC100_p5_f90_lL,100054,2.32,5329.3,305500,99497.5,100060,0.6,100044.0,100054,1,,0
kroC100_p5_f90_lM,100054,2.29,7196.9,386450,99497.5,100060,0.6,100042.0,100060,0,0.02,0
kroD100_p3_f50_lH,50399,0.67,24.48,3955,50158.0,50797,1.3,50398.0,50399,1,,0
kroD100_p3_f50_lL,50399,0.71,31.51,6546,50158.0,50797,1.3,50394.0,50399,1,,0
kroD100_p3_f50_lM,50399,0.66,78.51,12267,50158.0,50797,1.3,50394.0,50399,1,,0
kroD100_p3_f70_lH,56574,0.67,2186.13,189838,55987.5,56713,1.3,56568.3,56574,1,,0
kroD100_p3_f70_lL,56574,0.67,4010.14,334939,55987.5,56713,1.3,56568.3,56574,1,,0
kroD100_p3_f70_lM,56574,0.67,2689.15,274560,55987.5,56713,1.3,56570.7,56574,1,,0
kroD100_p3_f90_lH,60773,1.42,117.49,9147,60493.8,60861,0.6,60768.5,60773,1,,0
kroD100_p3_f90_lL,60773,1.12,716.1,71934,60429.8,60861,0.7,60770.9,60773,1,,0
kroD100_p3_f90_lM,60773,1.4,113.4,9497,60493.8,60861,0.6,60768.5,60773,1,,0
kroD100_p5_f50_lH,79900,1.59,16.73,1948,79654.0,80327,0.8,79892.0,79900,1,,0
kroD100_p5_f50_lL,80406,1.3,7189.11,492003,79630.5,80465,1.0,80263.5,80465,0,0.25,0
kroD100_p5_f50_lM,79900,1.95,34.46,3700,79630.5,80442,1.0,79896.2,79900,1,,0
kroD100_p5_f70_lH,91634,1.57,7206.33,255793,91074.6,92233,1.3,91613.3,91638,0,0.03,0
kroD100_p5_f70_lL,91634,1.56,7200.41,285420,91074.6,92233,1.3,91620.7,91634,0,0.01,0
kroD100_p5_f70_lM,91634,1.64,7203.99,316277,91074.6,92233,1.3,91611.9,91634,0,0.02,0
kroD100_p5_f90_lH,102930,2.27,7197.8,203286,102203.5,103073,0.9,102707.1,103073,0,0.36,0
kroD100_p5_f90_lL,102965,2.23,7192.61,194149,102203.5,103073,0.9,102729.0,103073,0,0.33,0
kroD100_p5_f90_lM,102930,3.05,7196.23,234859,102370.1,103073,0.7,102808.7,103073,0,0.26,0
kroE100_p3_f50_lH,50305,0.51,24.3,4253,50003.5,51379,2.8,50300.0,50305,1,,0
kroE100_p3_f50_lL,51988,0.77,1184.01,257396,50003.5,51621,3.2,50781.9,50787,1,,1
kroE100_p3_f50_lM,50645,0.51,679.12,123297,50003.5,51379,2.8,50639.9,50645,1,,0
kroE100_p3_f70_lH,57946,0.74,212.44,33734,57572.8,58231,1.1,57940.2,57946,1,,0
kroE100_p3_f70_lL,57946,0.74,151.83,19211,57572.8,58231,1.1,57940.2,57946,1,,0
kroE100_p3_f70_lM,57946,0.74,145.04,21642,57572.8,58231,1.1,57940.2,57946,1,,0
kroE100_p3_f90_lH,64629,1.74,7204,403445,64005.3,64629,1.0,64359.0,64629,0,0.42,0
kroE100_p3_f90_lL,64629,2.08,2623.48,211479,64189.7,64629,0.7,64622.5,64629,1,,0
kroE100_p3_f90_lM,64629,1.63,7195.14,498124,63975.8,64629,1.0,64323.3,64629,0,0.48,0
kroE100_p5_f50_lH,83001,0.62,7191.8,281629,82263.5,83632,1.7,82815.0,83357,0,0.65,0
kroE100_p5_f50_lL,83181,0.54,7186.45,331168,82216.5,83670,1.8,82825.1,83667,0,1.02,0
kroE100_p5_f50_lM,83048,0.63,7196.99,362008,82263.5,83632,1.7,82854.5,83396,0,0.65,0
kroE100_p5_f70_lH,95856,2.77,7156.72,238258,94620.8,96607,2.1,95159.0,96607,0,1.52,0
kroE100_p5_f70_lL,96219,4.63,7182.37,227899,94633.8,96660,2.1,95171.5,96660,0,1.56,0
kroE100_p5_f70_lM,95879,2.76,7164.66,251401,94626.9,96607,2.1,95051.3,96607,0,1.64,0
kroE100_p5_f90_lH,108297,3.58,7195.91,203119,107194.3,108297,1.0,107597.2,108297,0,0.65,0
kroE100_p5_f90_lL,108297,2.06,7163.56,136664,106757.8,108297,1.4,107181.6,108297,0,1.04,0
kroE100_p5_f90_lM,108297,1.77,7175.8,151820,106757.8,108297,1.4,107223.9,108297,0,1.00,0
rd100_p3_f50_lH,18402,0.3,228.24,57352,18217.2,18589,2.0,18400.2,18402,1,,0
rd100_p3_f50_lL,18589,0.41,7189.81,692859,18217.2,18589,2.0,18477.6,18589,0,0.60,0
rd100_p3_f50_lM,18546,0.3,7190.22,697578,18217.2,18589,2.0,18471.3,18589,0,0.64,0
rd100_p3_f70_lH,20531,0.8,14.24,888,20497.0,20864,1.8,20531.0,20531,1,,0
rd100_p3_f70_lL,21260,0.79,1288.32,108112,20497.0,20864,1.8,20635.9,20638,1,,1
rd100_p3_f70_lM,20596,0.79,125.6,19635,20497.0,20864,1.8,20593.9,20596,1,,0
rd100_p3_f90_lH,22034,0.61,95.49,9575,21920.3,22167,1.1,22034.0,22034,1,,0
rd100_p3_f90_lL,22095,0.61,1445.63,133306,21920.3,22167,1.1,22092.8,22095,1,,0
rd100_p3_f90_lM,22091,0.61,1235.94,121202,21920.3,22167,1.1,22091.0,22091,1,,0
rd100_p5_f50_lH,29110,0.93,7166.35,306418,28715.5,29663,3.3,28945.6,29214,0,0.93,0
rd100_p5_f50_lL,30340,0.77,7122.49,230983,28715.5,29663,3.3,28953.3,29663,0,2.45,1
rd100_p5_f50_lM,29303,0.94,7154.56,253491,28715.5,29663,3.3,28982.6,29359,0,1.30,0
rd100_p5_f70_lH,35008,1.4,7173.17,186567,34711.8,35191,1.4,34853.8,35191,0,0.97,0
rd100_p5_f70_lL,35300,1.78,7177.87,251597,34691.4,35191,1.4,34862.4,35191,0,0.94,1
rd100_p5_f70_lM,35008,1.41,7166.07,180825,34711.8,35191,1.4,34835.3,35191,0,1.02,0
rd100_p5_f90_lH,38461,9.68,20.94,333,38412.0,38461,0.1,38457.3,38461,1,,0
rd100_p5_f90_lL,38461,8.82,16.42,195,38412.0,38461,0.1,38457.3,38461,1,,0
rd100_p5_f90_lM,38461,10.69,23.67,416,38412.0,38461,0.1,38457.3,38461,1,,0
eil101_p3_f50_lH,1345,0.62,3314.92,321275,1330.8,1373,3.2,1345.0,1345,1,,0
eil101_p3_f50_lL,1402,0.71,7150.44,318846,1331.0,1373,3.2,1341.6,1373,0,2.34,1
eil101_p3_f50_lM,1347,0.6,7185.08,404828,1330.8,1373,3.2,1343.5,1349,0,0.41,0
eil101_p3_f70_lH,1590,1.28,7118.99,174157,1550.2,1601,3.3,1556.6,1594,0,2.40,0
eil101_p3_f70_lL,1595,1.23,7057.31,157628,1550.0,1604,3.5,1557.8,1602,0,2.84,0
eil101_p3_f70_lM,1590,1.29,7122.54,212138,1550.2,1601,3.3,1557.5,1594,0,2.35,0
eil101_p3_f90_lH,1848,1.13,20.2,1107,1844.7,1853,0.5,1848.0,1848,1,,0
eil101_p3_f90_lL,1848,1.13,16.42,740,1844.7,1853,0.5,1848.0,1848,1,,0
eil101_p3_f90_lM,1848,1.14,31.76,1738,1844.7,1853,0.5,1848.0,1848,1,,0
eil101_p5_f50_lH,2210,0.79,7074.23,172421,2149.4,2236,4.0,2160.5,2232,0,3.31,0
eil101_p5_f50_lL,2215,0.79,7084.31,219066,2149.4,2233,3.9,2160.3,2228,0,3.14,0
eil101_p5_f50_lM,2210,0.79,7065.21,186711,2149.4,2233,3.9,2159.4,2228,0,3.18,0
eil101_p5_f70_lH,2709,2.75,7138.35,157206,2614.1,2667,2.0,2623.8,2662,0,1.45,1
eil101_p5_f70_lL,2715,4.93,7109.45,124300,2617.7,2672,2.1,2629.2,2672,0,1.63,1
eil101_p5_f70_lM,2712,2.21,7123.9,150311,2615.8,2663,1.8,2625.9,2663,0,1.41,1
eil101_p5_f90_lH,2990,6.78,2333.54,45862,2985.5,3010,0.8,2990.0,2990,1,,0
eil101_p5_f90_lL,3023,4.79,7179.14,149588,2983.7,3016,1.1,2988.1,3014,0,0.87,1
eil101_p5_f90_lM,2990,3.53,4294.33,86195,2983.9,3014,1.0,2990.0,2990,1,,0
,,,,,,,,,,536,,35