Instance name,T,max time,# days,# customers,# operations,Opt. no waiting,Opt. waiting,Problem type,Algorithm,# cons,# var,Root time (sec.),Total time (sec.),SEC r_time (sec.),SEC time (sec.),PEC r_time (sec.),PEC time (sec.),# BB r_iterations,# BC iterations,# BC nodes,# SEC r_cuts,# SEC cuts,# PEC r_cuts,# PEC cuts,Root LB,Root UB,Best Bound,Best Integer,Status
gr24_p3_f50_lH,215,1182,3,23,38,3086,3066,CTSP_2,COMPACT,550,481,0.03,0.05,0.00,0.00,0.00,0.00,255,519,25,16,20,0,0,3059.0,3066,3066.00,3066,2
gr24_p3_f50_lL,107,1182,3,23,38,3097,3086,CTSP_2,COMPACT,550,481,0.04,0.20,0.00,0.02,0.00,0.00,250,5048,448,16,45,0,0,3059.0,3086,3086.00,3086,2
gr24_p3_f50_lM,161,1182,3,23,38,3086,3066,CTSP_2,COMPACT,550,481,0.03,0.06,0.00,0.00,0.00,0.00,260,660,32,16,22,0,0,3059.0,3066,3066.00,3066,2
gr24_p3_f70_lH,219,1207,3,23,52,3211,3207,CTSP_2,COMPACT,1024,901,0.00,0.04,0.00,0.00,0.00,0.00,0,322,0,27,27,0,0,0.0,0,3207.00,3207,2
gr24_p3_f70_lL,109,1207,3,23,52,3284,3216,CTSP_2,COMPACT,1024,901,0.12,0.15,0.00,0.00,0.00,0.00,388,444,4,26,27,0,0,3207.0,3216,3216.00,3216,2
gr24_p3_f70_lM,164,1207,3,23,52,3216,3211,CTSP_2,COMPACT,1024,901,0.10,0.14,0.00,0.00,0.00,0.00,337,473,7,27,27,0,0,3207.0,3211,3211.00,3211,2
gr24_p3_f90_lH,247,1358,3,23,61,3572,3568,CTSP_2,COMPACT,1398,1240,0.00,0.05,0.00,0.00,0.00,0.00,0,390,0,31,31,0,0,0.0,0,3568.00,3568,2
gr24_p3_f90_lL,123,1358,3,23,61,3602,3585,CTSP_2,COMPACT,1398,1240,0.14,0.44,0.00,0.02,0.00,0.00,425,6194,391,32,66,0,0,3568.0,3585,3585.00,3585,2
gr24_p3_f90_lM,185,1358,3,23,61,3589,3572,CTSP_2,COMPACT,1398,1240,0.09,0.14,0.00,0.00,0.00,0.00,395,1103,16,31,38,0,0,3568.0,3572,3572.00,3572,2
gr24_p5_f50_lH,215,1182,5,23,64,5026,5006,CTSP_2,COMPACT,998,817,0.07,0.17,0.00,0.00,0.00,0.00,361,1523,54,21,39,0,0,4997.0,5006,5006.00,5006,2
gr24_p5_f50_lL,107,1182,5,23,64,5064,5026,CTSP_2,COMPACT,998,817,0.06,0.45,0.00,0.03,0.00,0.00,327,8251,408,21,61,0,0,4997.0,5026,5026.00,5026,2
gr24_p5_f50_lM,161,1182,5,23,64,5026,5006,CTSP_2,COMPACT,998,817,0.06,0.17,0.00,0.00,0.00,0.00,338,933,46,21,26,0,0,4997.0,5006,5006.00,5006,2
gr24_p5_f70_lH,219,1208,5,23,85,5409,5400,CTSP_2,COMPACT,1754,1444,0.00,0.14,0.00,0.00,0.00,0.00,0,548,0,38,38,0,0,0.0,0,5400.00,5400,2
gr24_p5_f70_lL,109,1208,5,23,85,5508,5477,CTSP_2,COMPACT,1754,1444,0.19,40.12,0.00,3.04,0.00,0.00,544,850074,35338,38,357,0,0,5400.0,5477,5477.00,5477,2
gr24_p5_f70_lM,164,1208,5,23,85,5477,5409,CTSP_2,COMPACT,1754,1444,0.21,0.35,0.00,0.00,0.00,0.00,537,1952,29,38,59,0,0,5400.0,5409,5409.00,5409,2
gr24_p5_f90_lH,247,1358,5,23,101,5873,5873,CTSP_2,COMPACT,2458,2038,0.31,0.85,0.00,0.00,0.00,0.00,626,1988,28,44,55,0,0,5869.0,5873,5873.00,5873,2
gr24_p5_f90_lL,123,1358,5,23,101,5973,5964,CTSP_2,COMPACT,2458,2038,0.31,3458.37,0.00,219.64,0.00,0.00,737,49749514,1444996,45,1506,0,0,5869.0,5964,5964.00,5964,2
gr24_p5_f90_lM,185,1358,5,23,101,5943,5903,CTSP_2,COMPACT,2458,2038,0.26,2.12,0.00,0.18,0.00,0.00,755,23349,1591,43,108,0,0,5869.0,5903,5903.00,5903,2
fri26_p3_f50_lH,163,900,3,25,40,2167,2166,CTSP_2,COMPACT,616,533,0.00,0.03,0.00,0.00,0.00,0.00,0,272,0,24,24,0,0,0.0,0,2166.00,2166,2
fri26_p3_f50_lL,81,900,3,25,40,2167,2167,CTSP_2,COMPACT,616,533,0.05,0.04,0.00,0.00,0.00,0.00,282,312,3,24,24,0,0,2164.5,2167,2167.00,2167,2
fri26_p3_f50_lM,122,900,3,25,40,2167,2167,CTSP_2,COMPACT,616,533,0.05,0.03,0.00,0.00,0.00,0.00,293,344,3,24,24,0,0,2166.0,2167,2167.00,2167,2
fri26_p3_f70_lH,166,914,3,25,49,2296,2259,CTSP_2,COMPACT,906,800,0.09,7.53,0.00,0.84,0.00,0.00,421,188748,14333,16,146,0,0,2242.0,2291,2259.00,2259,2
fri26_p3_f70_lL,83,914,3,25,49,2297,2291,CTSP_2,COMPACT,906,800,0.06,306.83,0.00,22.41,0.00,0.00,416,6200055,384368,16,504,0,0,2241.0,2291,2291.00,2291,2
fri26_p3_f70_lM,124,914,3,25,49,2297,2290,CTSP_2,COMPACT,906,800,0.08,820.19,0.00,48.11,0.00,0.00,400,12803763,840673,16,614,0,0,2241.0,2291,2290.00,2290,2
fri26_p3_f90_lH,184,1015,3,25,66,2620,2620,CTSP_2,COMPACT,1636,1457,0.13,1.24,0.00,0.08,0.00,0.00,586,15394,806,25,95,0,0,2607.0,2620,2620.00,2620,2
fri26_p3_f90_lL,92,1015,3,25,66,2620,2620,CTSP_2,COMPACT,1636,1457,0.17,0.59,0.00,0.02,0.00,0.00,626,4840,189,26,82,0,0,2606.5,2620,2620.00,2620,2
fri26_p3_f90_lM,138,1015,3,25,66,2620,2620,CTSP_2,COMPACT,1636,1457,0.15,0.89,0.00,0.04,0.00,0.00,604,10558,451,25,99,0,0,2607.0,2620,2620.00,2620,2
fri26_p5_f50_lH,163,900,5,25,66,3483,3441,CTSP_2,COMPACT,1064,869,0.08,6.46,0.00,0.60,0.00,0.00,462,163855,11304,36,155,0,0,3413.0,3441,3441.00,3441,2
fri26_p5_f50_lL,81,900,5,25,66,3494,3441,CTSP_2,COMPACT,1064,869,0.08,1.68,0.00,0.15,0.00,0.00,489,35777,2300,36,94,0,0,3418.0,3441,3441.00,3441,2
fri26_p5_f50_lM,122,900,5,25,66,3494,3441,CTSP_2,COMPACT,1064,869,0.08,3.75,0.00,0.34,0.00,0.00,458,84440,6164,36,181,0,0,3413.0,3441,3441.00,3441,2
fri26_p5_f70_lH,166,914,5,25,83,3808,3754,CTSP_2,COMPACT,1668,1378,0.17,10.87,0.00,1.33,0.00,0.00,602,170709,11689,35,235,0,0,3737.0,3799,3754.00,3754,2
fri26_p5_f70_lL,83,914,5,25,83,3810,3808,CTSP_2,COMPACT,1668,1378,0.16,3528.49,0.00,275.31,0.00,0.00,599,51956928,2383554,31,1288,0,0,3737.0,3808,3808.00,3808,2
fri26_p5_f70_lM,124,914,5,25,83,3808,3799,CTSP_2,COMPACT,1668,1378,0.14,1057.53,0.00,101.61,0.00,0.00,592,16931405,1020416,29,977,0,0,3737.0,3799,3799.00,3799,2
fri26_p5_f90_lH,184,1015,5,25,111,4374,4374,CTSP_2,COMPACT,2948,2472,0.51,7198.07,0.00,411.86,0.00,0.00,995,98157423,2110439,44,1118,0,0,4310.0,4374,4367.41,4374,1
fri26_p5_f90_lL,92,1015,5,25,111,4374,4374,CTSP_2,COMPACT,2948,2472,0.31,1768.37,0.00,113.44,0.00,0.00,895,22058972,674376,44,972,0,0,4309.8,4374,4374.00,4374,2
fri26_p5_f90_lM,138,1015,5,25,111,4374,4374,CTSP_2,COMPACT,2948,2472,0.48,4054.10,0.00,254.97,0.00,0.00,897,55625491,1514971,43,1142,0,0,4310.3,4374,4374.00,4374,2
bayg29_p3_f50_lH,227,1225,3,28,46,3313,3313,CTSP_2,COMPACT,798,705,0.00,0.01,0.00,0.00,0.00,0.00,0,191,0,17,17,0,0,0.0,0,3313.00,3313,2
bayg29_p3_f50_lL,113,1225,3,28,46,3327,3313,CTSP_2,COMPACT,798,705,0.00,0.01,0.00,0.00,0.00,0.00,0,194,0,17,17,0,0,0.0,0,3313.00,3313,2
bayg29_p3_f50_lM,170,1225,3,28,46,3327,3313,CTSP_2,COMPACT,798,705,0.00,0.01,0.00,0.00,0.00,0.00,0,191,0,17,17,0,0,0.0,0,3313.00,3313,2
bayg29_p3_f70_lH,273,1445,3,28,59,3753,3753,CTSP_2,COMPACT,1294,1162,0.12,0.76,0.00,0.05,0.00,0.00,410,11575,575,23,80,0,0,3726.0,3753,3753.00,3753,2
bayg29_p3_f70_lL,136,1445,3,28,59,3849,3769,CTSP_2,COMPACT,1294,1162,0.09,2.53,0.00,0.18,0.00,0.00,404,52316,2645,24,113,0,0,3726.0,3769,3769.00,3769,2
bayg29_p3_f70_lM,205,1445,3,28,59,3784,3753,CTSP_2,COMPACT,1294,1162,0.11,0.85,0.00,0.06,0.00,0.00,396,14620,711,23,79,0,0,3726.0,3753,3753.00,3753,2
bayg29_p3_f90_lH,313,1722,3,28,77,4500,4500,CTSP_2,COMPACT,2188,1980,0.17,1.1,0.00,0.04,0.00,0.00,519,8512,331,19,99,0,0,4486.0,4500,4500.00,4500,2
bayg29_p3_f90_lL,156,1722,3,28,77,4507,4500,CTSP_2,COMPACT,2188,1980,0.19,0.82,0.00,0.03,0.00,0.00,515,4312,150,19,99,0,0,4486.0,4500,4500.00,4500,2
bayg29_p3_f90_lM,234,1722,3,28,77,4500,4500,CTSP_2,COMPACT,2188,1980,0.15,1.03,0.00,0.03,0.00,0.00,513,7127,294,19,106,0,0,4486.0,4500,4500.00,4500,2
bayg29_p5_f50_lH,227,1248,5,28,77,5415,5415,CTSP_2,COMPACT,1416,1184,0.12,0.30,0.00,0.00,0.00,0.00,384,1117,23,22,37,0,0,5388.0,5415,5415.00,5415,2
bayg29_p5_f50_lL,113,1248,5,28,77,5585,5415,CTSP_2,COMPACT,1416,1184,0.12,0.27,0.00,0.01,0.00,0.00,376,2235,49,22,65,0,0,5388.0,5415,5415.00,5415,2
bayg29_p5_f50_lM,170,1248,5,28,77,5490,5415,CTSP_2,COMPACT,1416,1184,0.15,0.40,0.00,0.01,0.00,0.00,396,3300,97,21,85,0,0,5388.0,5415,5415.00,5415,2
bayg29_p5_f70_lH,273,1504,5,28,97,6352,6352,CTSP_2,COMPACT,2216,1882,0.19,10.08,0.00,0.73,0.00,0.00,720,164019,5678,43,201,0,0,6319.0,6352,6352.00,6352,2
bayg29_p5_f70_lL,136,1504,5,28,97,6552,6371,CTSP_2,COMPACT,2216,1882,0.21,26.08,0.00,2.24,0.00,0,708,459558,15880,40,253,0,0,6319.0,6371,6371.00,6371,2
bayg29_p5_f70_lM,205,1504,5,28,97,6415,6352,CTSP_2,COMPACT,2216,1882,0.16,3.52,0.00,0.30,0.00,0.00,696,50969,2191,40,128,0,0,6319.0,6352,6352.00,6352,2
bayg29_p5_f90_lH,313,1722,5,28,128,7490,7490,CTSP_2,COMPACT,3844,3283,0.57,14.31,0.00,0.87,0.00,0.00,887,168653,4592,36,230,0,0,7464.0,7490,7490.00,7490,2
bayg29_p5_f90_lL,156,1722,5,28,128,7516,7490,CTSP_2,COMPACT,3844,3283,0.59,14.16,0.00,0.75,0.00,0.00,886,154420,3651,37,223,0,0,7464.0,7490,7490.00,7490,2
bayg29_p5_f90_lM,234,1722,5,28,128,7490,7490,CTSP_2,COMPACT,3844,3283,0.80,12.66,0.00,0.74,0.00,0.00,898,160785,4583,37,218,0,0,7464.0,7490,7490.00,7490,2
bays29_p3_f50_lH,294,1606,3,28,45,4274,4274,CTSP_2,COMPACT,764,674,0.04,0.06,0.00,0.00,0.00,0.00,264,743,21,20,21,0,0,4270.0,4274,4274.00,4274,2
bays29_p3_f50_lL,147,1606,3,28,45,4301,4293,CTSP_2,COMPACT,764,674,0.05,0.12,0.00,0.01,0.00,0.00,264,2390,117,19,35,0,0,4270.0,4293,4293.00,4293,2
bays29_p3_f50_lM,220,1606,3,28,45,4293,4274,CTSP_2,COMPACT,764,674,0.04,0.06,0.00,0.00,0.00,0.00,269,1025,43,20,23,0,0,4270.0,4274,4274.00,4274,2
bays29_p3_f70_lH,361,1983,3,28,58,5075,5075,CTSP_2,COMPACT,1262,1131,0.00,0.08,0.00,0.00,0.00,0.00,0,317,0,11,11,0,0,0.0,0,5075.00,5075,2
bays29_p3_f70_lL,180,1983,3,28,58,5122,5075,CTSP_2,COMPACT,1262,1131,0.00,0.09,0.00,0.00,0.00,0.00,0,313,0,11,11,0,0,0.0,0,5075.00,5075,2
bays29_p3_f70_lM,271,1983,3,28,58,5075,5075,CTSP_2,COMPACT,1262,1131,0.00,0.09,0.00,0.00,0.00,0.00,0,310,0,11,11,0,0,0.0,0,5075.00,5075,2
bays29_p3_f90_lH,386,2110,3,28,74,5690,5673,CTSP_2,COMPACT,2024,1829,0.25,4.56,0.00,0.43,0.00,0.00,587,77455,2855,27,259,0,0,5641.0,5690,5673.00,5673,2
bays29_p3_f90_lL,193,2110,3,28,74,5690,5690,CTSP_2,COMPACT,2024,1829,0.27,9.86,0.00,0.85,0.00,0.00,649,168866,7342,41,208,0,0,5643.5,5690,5690.00,5690,2
bays29_p3_f90_lM,289,2110,3,28,74,5690,5673,CTSP_2,COMPACT,2024,1829,0.22,5.38,0.00,0.42,0.00,0.00,588,81656,3996,27,200,0,0,5639.5,5690,5673.00,5673,2
bays29_p5_f50_lH,294,1617,5,28,76,7130,7130,CTSP_2,COMPACT,1368,1153,0.06,0.12,0.00,0.00,0.00,0.00,405,989,18,29,41,0,0,7126.0,7130,7130.00,7130,2
bays29_p5_f50_lL,147,1617,5,28,76,7183,7149,CTSP_2,COMPACT,1368,1153,0.08,0.93,0.00,0.05,0.00,0.00,436,21095,835,29,60,0,0,7126.0,7149,7149.00,7149,2
bays29_p5_f50_lM,220,1617,5,28,76,7149,7130,CTSP_2,COMPACT,1368,1153,0.06,0.11,0.00,0.00,0.00,0.00,408,1247,25,29,44,0,0,7126.0,7130,7130.00,7130,2
bays29_p5_f70_lH,361,1987,5,28,98,8542,8527,CTSP_2,COMPACT,2284,1937,0.00,0.18,0.00,0.00,0.00,0.00,0,604,0,27,27,0,0,0.0,0,8527.00,8527,2
bays29_p5_f70_lL,180,1987,5,28,98,8596,8542,CTSP_2,COMPACT,2284,1937,0.20,1.13,0.00,0.02,0.00,0.00,617,8525,206,27,93,0,0,8527.0,8542,8542.00,8542,2
bays29_p5_f70_lM,271,1987,5,28,98,8542,8542,CTSP_2,COMPACT,2284,1937,0.28,0.73,0.00,0.03,0.00,0.00,670,6249,255,27,56,0,0,8521.5,8542,8542.00,8542,2
bays29_p5_f90_lH,386,2124,5,28,124,9534,9512,CTSP_2,COMPACT,3616,3085,0.47,40.75,0.00,3.76,0.00,0.00,1122,509793,17918,61,393,0,0,9471.3,9534,9512.00,9512,2
bays29_p5_f90_lL,193,2124,5,28,124,9534,9534,CTSP_2,COMPACT,3616,3085,0.84,179.61,0.00,15.18,0.00,0.00,1006,2572469,79057,48,452,0,0,9472.5,9534,9534.00,9534,2
bays29_p5_f90_lM,289,2124,5,28,124,9534,9512,CTSP_2,COMPACT,3616,3085,0.49,54.59,0.00,4.20,0.00,0,873,739527,21309,41,395,0,0,9465.3,9534,9512.00,9512,2
ftv33_p3_f50_lH,215,1112,3,33,55,3037,3037,CTSP_2,COMPACT,1122,1008,0.07,0.98,0.00,0.07,0.00,0.00,382,13172,890,16,120,0,0,2952.2,3037,3037.00,3037,2
ftv33_p3_f50_lL,107,1112,3,33,55,3037,3037,CTSP_2,COMPACT,1122,1008,0.08,1.17,0.00,0.08,0.00,0.00,439,15841,820,18,121,0,0,2954.3,3037,3037.00,3037,2
ftv33_p3_f50_lM,161,1112,3,33,55,3037,3037,CTSP_2,COMPACT,1122,1008,0.09,1.09,0.00,0.10,0.00,0.00,412,13391,1073,15,119,0,0,2958.0,3037,3037.00,3037,2
ftv33_p3_f70_lH,235,1296,3,33,72,3405,3335,CTSP_2,COMPACT,1900,1733,0.24,7197.55,0.00,234.80,0.00,0.00,543,41863448,1518427,28,3363,0,0,3152.0,3373,3329.06,3335,1
ftv33_p3_f70_lL,117,1296,3,33,72,3412,3335,CTSP_2,COMPACT,1900,1733,0.20,1090.45,0.00,58.71,0.00,0,510,15000022,307230,29,1954,0,0,3148.4,3412,3335.00,3335,2
ftv33_p3_f70_lM,176,1296,3,33,72,3412,3335,CTSP_2,COMPACT,1900,1733,0.19,1193.21,0.00,74.29,0.00,0.00,475,17359644,486042,26,1471,0,0,3151.0,3373,3335.00,3335,2
ftv33_p3_f90_lH,257,1394,3,33,89,3813,3813,CTSP_2,COMPACT,2884,2644,0.47,59.63,0.01,6.73,0.00,0.00,940,758834,33583,44,526,0,0,3742.4,3813,3813.00,3813,2
ftv33_p3_f90_lL,128,1394,3,33,89,3813,3813,CTSP_2,COMPACT,2884,2644,0.34,12.15,0.00,1.21,0.00,0.00,960,144844,4799,51,283,0,0,3746.0,3813,3813.00,3813,2
ftv33_p3_f90_lM,192,1394,3,33,89,3813,3813,CTSP_2,COMPACT,2884,2644,0.40,15.64,0.01,1.65,0.00,0.00,946,190032,7299,48,304,0,0,3738.3,3813,3813.00,3813,2
ftv33_p5_f50_lH,215,1185,5,33,92,5174,5174,CTSP_2,COMPACT,1978,1691,0.24,7.66,0.00,0.59,0.00,0.00,1013,104525,4124,40,197,0,0,5083.4,5174,5174.00,5174,2
ftv33_p5_f50_lL,107,1185,5,33,92,5299,5174,CTSP_2,COMPACT,1978,1691,0.32,4.23,0.00,0.22,0.00,0.00,1046,48055,1372,43,188,0,0,5086.1,5174,5174.00,5174,2
ftv33_p5_f50_lM,161,1185,5,33,92,5192,5174,CTSP_2,COMPACT,1978,1691,0.24,5.99,0.00,0.50,0.00,0.00,990,77238,2765,37,194,0,0,5080.2,5174,5174.00,5174,2
ftv33_p5_f70_lH,235,1296,5,33,124,5717,5687,CTSP_2,COMPACT,3550,3083,1.32,7195.25,0.00,242.37,0.00,0.00,1329,36985917,539000,62,2207,0,0,5427.6,5717,5612.26,5709,1
ftv33_p5_f70_lL,117,1296,5,33,124,5728,5687,CTSP_2,COMPACT,3550,3083,1.31,7195.91,0.00,271.88,0.00,0.00,1370,40427010,538309,62,1663,0,0,5427.8,5728,5662.28,5728,1
ftv33_p5_f70_lM,176,1296,5,33,124,5728,5687,CTSP_2,COMPACT,3550,3083,1.82,7195.68,0.00,264.68,0.00,0.00,1314,38866984,523233,64,1790,0,0,5427.7,5728,5624.19,5709,1
ftv33_p5_f90_lH,257,1414,5,33,155,6378,6378,CTSP_2,COMPACT,5522,4820,1.47,107.19,0.01,11.77,0.00,0.00,1711,955827,26690,64,537,0,0,6292.1,6378,6378.00,6378,2
ftv33_p5_f90_lL,128,1414,5,33,155,6378,6378,CTSP_2,COMPACT,5522,4820,0.88,13.79,0.00,1.35,0.00,0.00,1573,73742,2578,51,324,0,0,6286.5,6378,6378.00,6378,2
ftv33_p5_f90_lM,192,1414,5,33,155,6378,6378,CTSP_2,COMPACT,5522,4820,0.94,37.97,0.00,3.41,0.00,0,1789,285363,7515,70,363,0,0,6301.1,6378,6378.00,6378,2
ftv35_p3_f50_lH,221,1217,3,35,55,3295,3275,CTSP_2,COMPACT,1124,1016,0.09,39.45,0.00,4.18,0.00,0.00,434,802584,46372,25,626,0,0,3161.5,3348,3275.00,3275,2
ftv35_p3_f50_lL,110,1217,3,35,55,3349,3316,CTSP_2,COMPACT,1124,1016,0.12,148.28,0.00,13.38,0.00,0.00,443,3154019,140217,21,862,0,0,3163.2,3335,3316.00,3316,2
ftv35_p3_f50_lM,166,1217,3,35,55,3318,3298,CTSP_2,COMPACT,1124,1016,0.09,371.39,0.00,26.02,0.00,0.00,468,6401754,298546,26,1218,0,0,3167.1,3357,3298.00,3298,2
ftv35_p3_f70_lH,273,1448,3,35,76,3822,3814,CTSP_2,COMPACT,2108,1925,0.25,51.82,0.00,4.12,0.00,0.00,644,806367,33885,33,495,0,0,3737.0,3880,3814.00,3814,2
ftv35_p3_f70_lL,136,1448,3,35,76,3897,3822,CTSP_2,COMPACT,2108,1925,0.20,15.68,0.00,1.09,0.00,0.00,684,215423,7023,36,304,0,0,3732.0,3880,3822.00,3822,2
ftv35_p3_f70_lM,205,1448,3,35,76,3836,3814,CTSP_2,COMPACT,2108,1925,0.21,25.17,0.00,1.91,0.00,0,689,372114,12203,33,631,0,0,3737.1,3880,3814.00,3814,2
ftv35_p3_f90_lH,289,1593,3,35,93,4251,4233,CTSP_2,COMPACT,3138,2888,0.47,2316.38,0.00,141.21,0.00,0.00,793,27405807,393750,49,1675,0,0,4160.0,4270,4233.00,4233,2
ftv35_p3_f90_lL,144,1593,3,35,93,4254,4251,CTSP_2,COMPACT,3138,2888,0.37,183.45,0.00,19.68,0.00,0.00,829,2531900,59856,50,685,0,0,4160.0,4270,4251.00,4251,2
ftv35_p3_f90_lM,217,1593,3,35,93,4254,4251,CTSP_2,COMPACT,3138,2888,0.40,886.00,0.00,78.00,0.00,0.00,834,10728659,298026,40,985,0,0,4155.3,4270,4251.00,4251,2
ftv35_p5_f50_lH,221,1217,5,35,91,5447,5433,CTSP_2,COMPACT,1930,1664,0.20,2554.74,0.00,149.05,0.00,0.00,880,34547216,957538,43,1048,0,0,5258.8,5465,5433.00,5433,2
ftv35_p5_f50_lL,110,1217,5,35,91,5544,5482,CTSP_2,COMPACT,1930,1664,0.33,3251.17,0.00,166.43,0.00,0.00,931,50593178,1061460,54,1572,0,0,5262.8,5490,5487.00,5487,2
ftv35_p5_f50_lM,166,1217,5,35,91,5496,5462,CTSP_2,COMPACT,1930,1664,0.27,7198.23,0.00,287.20,0.00,0.00,860,105837489,1204750,42,1717,0,0,5253.8,5490,5445.17,5488,1
ftv35_p5_f70_lH,273,1503,5,35,126,6492,6473,CTSP_2,COMPACT,3652,3175,0.49,1424.92,0.01,73.87,0.00,0.00,1114,18690069,346893,54,840,0,0,6371.8,6473,6473.00,6473,2
ftv35_p5_f70_lL,136,1503,5,35,126,6600,6503,CTSP_2,COMPACT,3652,3175,1.71,504.99,0.00,25.59,0.00,0.00,1199,6792857,93915,57,750,0,0,6370.7,6541,6503.00,6503,2
ftv35_p5_f70_lM,205,1503,5,35,126,6547,6473,CTSP_2,COMPACT,3652,3175,0.65,2024.20,0.00,95.99,0.00,0.00,1179,26849175,411697,56,730,0,0,6363.6,6473,6473.00,6473,2
ftv35_p5_f90_lH,289,1593,5,35,152,7090,7062,CTSP_2,COMPACT,5282,4627,2.13,7193.69,0.00,315.30,0.00,0.00,1425,32298351,428193,82,2980,0,0,6896.9,7173,7024.18,7173,1
ftv35_p5_f90_lL,144,1593,5,35,152,7137,7090,CTSP_2,COMPACT,5282,4627,2.37,7197.95,0.00,351.28,0.00,0.00,1419,55808940,444909,80,2438,0,0,6897.3,7186,7059.71,7186,1
